,added,deleted,added - deleted,abs(added - deleted)
food,99.0,97.0,2.0,2.0
impli,98.0,96.0,2.0,2.0
abstin,96.0,94.0,2.0,2.0
equilibrium,96.0,94.0,2.0,2.0
lose,96.0,94.0,2.0,2.0
seren,94.0,92.0,2.0,2.0
egoism,93.0,91.0,2.0,2.0
endur,92.0,90.0,2.0,2.0
fashion,92.0,90.0,2.0,2.0
larg,92.0,90.0,2.0,2.0
motiv,92.0,90.0,2.0,2.0
abil,91.0,89.0,2.0,2.0
perspect,90.0,88.0,2.0,2.0
chang,89.0,87.0,2.0,2.0
irrat,89.0,87.0,2.0,2.0
unhappi,89.0,87.0,2.0,2.0
talent,88.0,86.0,2.0,2.0
prescript,86.0,84.0,2.0,2.0
core,85.0,83.0,2.0,2.0
everi,84.0,82.0,2.0,2.0
c,83.0,81.0,2.0,2.0
wrote,83.0,81.0,2.0,2.0
valid,82.0,80.0,2.0,2.0
structur,81.0,79.0,2.0,2.0
immedi,80.0,78.0,2.0,2.0
''ethic,79.0,77.0,2.0,2.0
beyond,79.0,77.0,2.0,2.0
trade,78.0,76.0,2.0,2.0
—,78.0,76.0,2.0,2.0
ordinari,77.0,75.0,2.0,2.0
preference|observ,77.0,75.0,2.0,2.0
remain,77.0,75.0,2.0,2.0
though,77.0,75.0,2.0,2.0
bear,75.0,73.0,2.0,2.0
evolut,75.0,73.0,2.0,2.0
project,75.0,73.0,2.0,2.0
hierarchi,74.0,72.0,2.0,2.0
divin,73.0,71.0,2.0,2.0
panayot,73.0,71.0,2.0,2.0
wide,73.0,71.0,2.0,2.0
abov,72.0,74.0,-2.0,2.0
art,72.0,70.0,2.0,2.0
fail,72.0,70.0,2.0,2.0
after,71.0,69.0,2.0,2.0
either,71.0,69.0,2.0,2.0
talk,70.0,68.0,2.0,2.0
theoret,70.0,68.0,2.0,2.0
littl,69.0,67.0,2.0,2.0
seem,69.0,67.0,2.0,2.0
expert,68.0,66.0,2.0,2.0
york,68.0,66.0,2.0,2.0
mere,67.0,65.0,2.0,2.0
threat,66.0,64.0,2.0,2.0
author,65.0,63.0,2.0,2.0
circumst,64.0,62.0,2.0,2.0
nor,64.0,62.0,2.0,2.0
reform,63.0,61.0,2.0,2.0
her,62.0,60.0,2.0,2.0
sourc,62.0,60.0,2.0,2.0
becker,58.0,56.0,2.0,2.0
remark,58.0,56.0,2.0,2.0
effort,57.0,55.0,2.0,2.0
initi,57.0,55.0,2.0,2.0
non-descriptiv,57.0,55.0,2.0,2.0
number,57.0,55.0,2.0,2.0
consider,55.0,53.0,2.0,2.0
correct,55.0,53.0,2.0,2.0
frankena,55.0,53.0,2.0,2.0
linguist,55.0,53.0,2.0,2.0
proper,55.0,53.0,2.0,2.0
civic,54.0,52.0,2.0,2.0
compar,54.0,52.0,2.0,2.0
enjoy,54.0,52.0,2.0,2.0
fix,53.0,51.0,2.0,2.0
wish,53.0,51.0,2.0,2.0
real,52.0,50.0,2.0,2.0
elder,51.0,49.0,2.0,2.0
absenc,50.0,48.0,2.0,2.0
post-structur,50.0,48.0,2.0,2.0
roger,49.0,47.0,2.0,2.0
servic,49.0,47.0,2.0,2.0
adopt,48.0,46.0,2.0,2.0
employ,48.0,46.0,2.0,2.0
except,48.0,46.0,2.0,2.0
outcom,48.0,46.0,2.0,2.0
butchvarov,47.0,45.0,2.0,2.0
href=,47.0,49.0,-2.0,2.0
instinct,47.0,45.0,2.0,2.0
termin,47.0,45.0,2.0,2.0
dilemma,46.0,44.0,2.0,2.0
''a,45.0,43.0,2.0,2.0
genet,45.0,43.0,2.0,2.0
reckless,45.0,43.0,2.0,2.0
referencea,45.0,43.0,2.0,2.0
respect,44.0,42.0,2.0,2.0
model,42.0,40.0,2.0,2.0
rel,42.0,40.0,2.0,2.0
although,41.0,39.0,2.0,2.0
harm,41.0,39.0,2.0,2.0
lack,41.0,39.0,2.0,2.0
lyon,39.0,37.0,2.0,2.0
1995,38.0,36.0,2.0,2.0
accessd,38.0,36.0,2.0,2.0
empir,38.0,36.0,2.0,2.0
offici,38.0,36.0,2.0,2.0
podcast,38.0,36.0,2.0,2.0
popular,38.0,36.0,2.0,2.0
saw,38.0,36.0,2.0,2.0
still,38.0,36.0,2.0,2.0
jacqu,37.0,35.0,2.0,2.0
obligatori,36.0,34.0,2.0,2.0
narrowli,35.0,33.0,2.0,2.0
''norm,33.0,35.0,-2.0,2.0
emmanuel,33.0,31.0,2.0,2.0
foucault,33.0,31.0,2.0,2.0
behav,32.0,30.0,2.0,2.0
definit,32.0,30.0,2.0,2.0
essay,32.0,30.0,2.0,2.0
experiment,32.0,30.0,2.0,2.0
michel,32.0,30.0,2.0,2.0
nation,32.0,30.0,2.0,2.0
rawl,32.0,30.0,2.0,2.0
origin,31.0,29.0,2.0,2.0
aristotelian,30.0,28.0,2.0,2.0
intim,30.0,28.0,2.0,2.0
jean,30.0,28.0,2.0,2.0
ask,29.0,27.0,2.0,2.0
g.e,29.0,27.0,2.0,2.0
legisl,29.0,27.0,2.0,2.0
vice,29.0,27.0,2.0,2.0
2012,28.0,26.0,2.0,2.0
advanc,28.0,26.0,2.0,2.0
never,28.0,26.0,2.0,2.0
carri,27.0,25.0,2.0,2.0
m.,27.0,25.0,2.0,2.0
promin,27.0,25.0,2.0,2.0
2006,26.0,24.0,2.0,2.0
e.,26.0,24.0,2.0,2.0
states|isbn=,26.0,24.0,2.0,2.0
forward,25.0,23.0,2.0,2.0
profession,25.0,23.0,2.0,2.0
seri,25.0,23.0,2.0,2.0
today,25.0,23.0,2.0,2.0
benefit,24.0,22.0,2.0,2.0
p.103,24.0,22.0,2.0,2.0
precis,24.0,22.0,2.0,2.0
upon,24.0,22.0,2.0,2.0
''deon,23.0,21.0,2.0,2.0
collin,23.0,21.0,2.0,2.0
count,23.0,21.0,2.0,2.0
earli,23.0,21.0,2.0,2.0
'good,22.0,20.0,2.0,2.0
affair,22.0,20.0,2.0,2.0
concept.,22.0,20.0,2.0,2.0
ground,22.0,20.0,2.0,2.0
mozi,22.0,20.0,2.0,2.0
plato.stanford.edu,22.0,20.0,2.0,2.0
wors,22.0,20.0,2.0,2.0
n.,21.0,19.0,2.0,2.0
entri,20.0,18.0,2.0,2.0
kidder,20.0,18.0,2.0,2.0
miguel,20.0,18.0,2.0,2.0
outweigh,20.0,18.0,2.0,2.0
stich,20.0,18.0,2.0,2.0
wallac,20.0,18.0,2.0,2.0
adam,19.0,17.0,2.0,2.0
dimens,19.0,17.0,2.0,2.0
henri,19.0,17.0,2.0,2.0
noteworthi,19.0,17.0,2.0,2.0
123-155.,18.0,16.0,2.0,2.0
allen,18.0,16.0,2.0,2.0
bryan,18.0,16.0,2.0,2.0
colin,18.0,16.0,2.0,2.0
g.e.m,18.0,16.0,2.0,2.0
robot,18.0,16.0,2.0,2.0
wallach,18.0,16.0,2.0,2.0
wendel,18.0,16.0,2.0,2.0
dr.,17.0,15.0,2.0,2.0
justif,17.0,15.0,2.0,2.0
mohism,17.0,15.0,2.0,2.0
rome,17.0,15.0,2.0,2.0
van,17.0,15.0,2.0,2.0
first2=,16.0,14.0,2.0,2.0
last2=,16.0,14.0,2.0,2.0
mdash,16.0,14.0,2.0,2.0
warfar,16.0,14.0,2.0,2.0
|publish,16.0,14.0,2.0,2.0
1990,15.0,13.0,2.0,2.0
emerg,15.0,13.0,2.0,2.0
f.,15.0,13.0,2.0,2.0
harv,15.0,13.0,2.0,2.0
histor,15.0,13.0,2.0,2.0
index,15.0,13.0,2.0,2.0
librari,15.0,13.0,2.0,2.0
quot,15.0,13.0,2.0,2.0
smith,15.0,13.0,2.0,2.0
theory|valu,15.0,17.0,-2.0,2.0
transact,15.0,13.0,2.0,2.0
''an,14.0,12.0,2.0,2.0
acceler,14.0,12.0,2.0,2.0
berl,14.0,12.0,2.0,2.0
constitu,14.0,12.0,2.0,2.0
english,14.0,12.0,2.0,2.0
non-econom,14.0,12.0,2.0,2.0
privat,14.0,12.0,2.0,2.0
regul,14.0,12.0,2.0,2.0
weaponri,14.0,12.0,2.0,2.0
epicurean,13.0,11.0,2.0,2.0
ethics-rel,13.0,11.0,2.0,2.0
file,13.0,11.0,2.0,2.0
filial,13.0,11.0,2.0,2.0
larger,13.0,11.0,2.0,2.0
version,13.0,11.0,2.0,2.0
cases===,12.0,14.0,-2.0,2.0
first1,12.0,10.0,2.0,2.0
illus,12.0,10.0,2.0,2.0
last1,12.0,10.0,2.0,2.0
narr,12.0,10.0,2.0,2.0
portal,12.0,10.0,2.0,2.0
welfar,12.0,10.0,2.0,2.0
add,11.0,9.0,2.0,2.0
newton,11.0,9.0,2.0,2.0
//books.google.com/book,10.0,8.0,2.0,2.0
archiv,10.0,8.0,2.0,2.0
biotechnolog,10.0,8.0,2.0,2.0
il,10.0,8.0,2.0,2.0
jersey,10.0,8.0,2.0,2.0
lafollett,10.0,8.0,2.0,2.0
relativist,10.0,8.0,2.0,2.0
violenc,10.0,8.0,2.0,2.0
vri,10.0,8.0,2.0,2.0
'ethic,9.0,7.0,2.0,2.0
-ethic,9.0,11.0,-2.0,2.0
//www.worldcat.org/title/being-good-a-short-introduction-to-ethics/oclc/51644518,9.0,7.0,2.0,2.0
2013,9.0,7.0,2.0,2.0
href,9.0,7.0,2.0,2.0
ph.d.,9.0,7.0,2.0,2.0
tool,9.0,7.0,2.0,2.0
1998,8.0,6.0,2.0,2.0
====public,8.0,6.0,2.0,2.0
iapg,8.0,6.0,2.0,2.0
intellectu,8.0,6.0,2.0,2.0
stoicism,8.0,6.0,2.0,2.0
“what,8.0,6.0,2.0,2.0
"',",7.0,5.0,2.0,2.0
//www,7.0,5.0,2.0,2.0
analysi,7.0,5.0,2.0,2.0
contributor,7.0,5.0,2.0,2.0
fundamentalist,7.0,5.0,2.0,2.0
individualist,7.0,5.0,2.0,2.0
space,7.0,5.0,2.0,2.0
|last=,7.0,5.0,2.0,2.0
|publisher=,7.0,5.0,2.0,2.0
cosmolog,6.0,4.0,2.0,2.0
"ethics,",6.0,8.0,-2.0,2.0
handbook,6.0,4.0,2.0,2.0
heaven,6.0,4.0,2.0,2.0
iep|eth,6.0,4.0,2.0,2.0
larri,6.0,8.0,-2.0,2.0
life-cent,6.0,4.0,2.0,2.0
mautner,6.0,4.0,2.0,2.0
novemb,6.0,4.0,2.0,2.0
t,6.0,4.0,2.0,2.0
//caae.phil.cmu.edu/cavalier/80130/part2/ii_preface.html,5.0,3.0,2.0,2.0
2037-416x,5.0,7.0,-2.0,2.0
harri,5.0,3.0,2.0,2.0
====state,4.0,6.0,-2.0,2.0
ditext,4.0,2.0,2.0,2.0
theory|,4.0,2.0,2.0,2.0
"things,",4.0,6.0,-2.0,2.0
"'',",3.0,1.0,2.0,2.0
0-9673705-7-4,3.0,1.0,2.0,2.0
abstract,3.0,1.0,2.0,2.0
iep,3.0,5.0,-2.0,2.0
non,3.0,5.0,-2.0,2.0
to:,3.0,1.0,2.0,2.0
|first=emmanuel,3.0,1.0,2.0,2.0
banana,2.0,4.0,-2.0,2.0
contain,2.0,4.0,-2.0,2.0
ethics:,2.0,4.0,-2.0,2.0
split,2.0,4.0,-2.0,2.0
"view,",2.0,4.0,-2.0,2.0
asks:,1.0,3.0,-2.0,2.0
"conventions,",1.0,3.0,-2.0,2.0
dr,1.0,3.0,-2.0,2.0
forth,1.0,3.0,-2.0,2.0
seealso,1.0,3.0,-2.0,2.0
"tradition,",1.0,3.0,-2.0,2.0
ethicist,321.0,320.0,1.0,1.0
problem,318.0,319.0,-1.0,1.0
lewi,317.0,316.0,1.0,1.0
barn,316.0,315.0,1.0,1.0
''idea,304.0,305.0,-1.0,1.0
case,254.0,255.0,-1.0,1.0
pp,252.0,251.0,1.0,1.0
where,245.0,244.0,1.0,1.0
mental,213.0,212.0,1.0,1.0
polici,203.0,204.0,-1.0,1.0
anoth,195.0,194.0,1.0,1.0
technolog,194.0,195.0,-1.0,1.0
e.g,192.0,191.0,1.0,1.0
legal,191.0,190.0,1.0,1.0
humanist,183.0,184.0,-1.0,1.0
assumpt,181.0,180.0,1.0,1.0
altruism,168.0,167.0,1.0,1.0
ethica,166.0,165.0,1.0,1.0
true,153.0,152.0,1.0,1.0
d.,152.0,151.0,1.0,1.0
area,146.0,145.0,1.0,1.0
establish,144.0,145.0,-1.0,1.0
ever,144.0,145.0,-1.0,1.0
just,141.0,140.0,1.0,1.0
naturalist,139.0,138.0,1.0,1.0
object,138.0,137.0,1.0,1.0
relativ,137.0,136.0,1.0,1.0
global,132.0,131.0,1.0,1.0
better,127.0,126.0,1.0,1.0
skeptic,126.0,125.0,1.0,1.0
clear,124.0,123.0,1.0,1.0
ross,122.0,123.0,-1.0,1.0
w.,115.0,114.0,1.0,1.0
philosophy==,112.0,111.0,1.0,1.0
integr,110.0,109.0,1.0,1.0
drunk,109.0,108.0,1.0,1.0
suggest,108.0,107.0,1.0,1.0
trend,106.0,105.0,1.0,1.0
particularli,105.0,104.0,1.0,1.0
etica,103.0,104.0,-1.0,1.0
lawrenc,103.0,102.0,1.0,1.0
notabl,102.0,101.0,1.0,1.0
reach,100.0,101.0,-1.0,1.0
simpli,100.0,99.0,1.0,1.0
permiss,98.0,97.0,1.0,1.0
ethics===,97.0,96.0,1.0,1.0
sociolog,97.0,96.0,1.0,1.0
typic,97.0,96.0,1.0,1.0
fallaci,96.0,95.0,1.0,1.0
crimin,95.0,94.0,1.0,1.0
sexual,95.0,94.0,1.0,1.0
text,95.0,96.0,-1.0,1.0
oneself,94.0,93.0,1.0,1.0
sacrific,94.0,93.0,1.0,1.0
casuistri,93.0,94.0,-1.0,1.0
debat,92.0,93.0,-1.0,1.0
occur,92.0,91.0,1.0,1.0
advic,90.0,89.0,1.0,1.0
imper,90.0,89.0,1.0,1.0
student,90.0,89.0,1.0,1.0
capac,89.0,88.0,1.0,1.0
destin,89.0,88.0,1.0,1.0
your,89.0,88.0,1.0,1.0
decid,88.0,87.0,1.0,1.0
paradigm,88.0,89.0,-1.0,1.0
summari,88.0,87.0,1.0,1.0
top-down,88.0,87.0,1.0,1.0
disturb,87.0,86.0,1.0,1.0
e,87.0,86.0,1.0,1.0
affect,86.0,85.0,1.0,1.0
bar,86.0,85.0,1.0,1.0
crick,86.0,85.0,1.0,1.0
perl,86.0,85.0,1.0,1.0
self-awar,85.0,84.0,1.0,1.0
tri,85.0,86.0,-1.0,1.0
free,83.0,82.0,1.0,1.0
prescrib,83.0,82.0,1.0,1.0
denot,82.0,81.0,1.0,1.0
manner,82.0,81.0,1.0,1.0
capabl,80.0,79.0,1.0,1.0
sex,80.0,79.0,1.0,1.0
embrac,79.0,78.0,1.0,1.0
non-cognitivist,79.0,78.0,1.0,1.0
prioriti,79.0,78.0,1.0,1.0
off,78.0,77.0,1.0,1.0
reflect,78.0,77.0,1.0,1.0
explicitli,77.0,76.0,1.0,1.0
rigor,77.0,76.0,1.0,1.0
acquir,76.0,75.0,1.0,1.0
analyz,76.0,75.0,1.0,1.0
formul,76.0,75.0,1.0,1.0
fulcrum,76.0,75.0,1.0,1.0
applic,74.0,73.0,1.0,1.0
independ,74.0,73.0,1.0,1.0
rest,74.0,73.0,1.0,1.0
ultim,74.0,73.0,1.0,1.0
vari,74.0,73.0,1.0,1.0
éthiqu,74.0,73.0,1.0,1.0
reli,73.0,72.0,1.0,1.0
versu,73.0,72.0,1.0,1.0
jame,72.0,71.0,1.0,1.0
percol,72.0,71.0,1.0,1.0
woman,72.0,71.0,1.0,1.0
broad,71.0,72.0,-1.0,1.0
explor,71.0,70.0,1.0,1.0
unchalleng,71.0,70.0,1.0,1.0
expect,70.0,69.0,1.0,1.0
align,69.0,68.0,1.0,1.0
dealt,69.0,68.0,1.0,1.0
fr,69.0,68.0,1.0,1.0
aid,68.0,67.0,1.0,1.0
evad,68.0,67.0,1.0,1.0
interact,68.0,67.0,1.0,1.0
judith,68.0,67.0,1.0,1.0
luck,68.0,67.0,1.0,1.0
martin,68.0,67.0,1.0,1.0
miss,68.0,67.0,1.0,1.0
storytel,68.0,67.0,1.0,1.0
uncomfort,68.0,67.0,1.0,1.0
buy,67.0,66.0,1.0,1.0
indic,67.0,66.0,1.0,1.0
kill,67.0,66.0,1.0,1.0
myself,67.0,66.0,1.0,1.0
creat,66.0,67.0,-1.0,1.0
his/her,66.0,65.0,1.0,1.0
vote,66.0,65.0,1.0,1.0
2002,65.0,64.0,1.0,1.0
and/or,65.0,64.0,1.0,1.0
beginn,65.0,64.0,1.0,1.0
newal,65.0,64.0,1.0,1.0
participants—so,65.0,64.0,1.0,1.0
befor,64.0,63.0,1.0,1.0
custom,64.0,63.0,1.0,1.0
degre,64.0,63.0,1.0,1.0
main|appli,64.0,63.0,1.0,1.0
statu,63.0,62.0,1.0,1.0
usual,63.0,62.0,1.0,1.0
bottom,62.0,61.0,1.0,1.0
also==,61.0,60.0,1.0,1.0
anyon,61.0,62.0,-1.0,1.0
hackett,61.0,60.0,1.0,1.0
here,61.0,62.0,-1.0,1.0
scholar,61.0,60.0,1.0,1.0
tr,61.0,60.0,1.0,1.0
yourself,61.0,60.0,1.0,1.0
1903,60.0,59.0,1.0,1.0
1989,60.0,59.0,1.0,1.0
character,60.0,59.0,1.0,1.0
control,60.0,59.0,1.0,1.0
directli,60.0,59.0,1.0,1.0
equat,60.0,59.0,1.0,1.0
extent,60.0,59.0,1.0,1.0
find,60.0,59.0,1.0,1.0
n't,60.0,61.0,-1.0,1.0
principia,60.0,59.0,1.0,1.0
2001,59.0,58.0,1.0,1.0
===specif,59.0,58.0,1.0,1.0
37,58.0,57.0,1.0,1.0
main|norm,58.0,59.0,-1.0,1.0
questions===,58.0,57.0,1.0,1.0
wikivers,58.0,57.0,1.0,1.0
bonum,57.0,56.0,1.0,1.0
stuff,57.0,56.0,1.0,1.0
is-ought,56.0,55.0,1.0,1.0
shape,56.0,55.0,1.0,1.0
anti-realist,55.0,54.0,1.0,1.0
charter,55.0,54.0,1.0,1.0
descriptivist,55.0,54.0,1.0,1.0
entiti,55.0,54.0,1.0,1.0
extern,55.0,54.0,1.0,1.0
justifi,55.0,54.0,1.0,1.0
sustain,55.0,54.0,1.0,1.0
2d,54.0,53.0,1.0,1.0
====ethic,54.0,55.0,-1.0,1.0
gave,54.0,53.0,1.0,1.0
instanc,54.0,53.0,1.0,1.0
suffer,54.0,53.0,1.0,1.0
//www.ditext.com/frankena/ethics.html,53.0,52.0,1.0,1.0
capit,53.0,54.0,-1.0,1.0
conflict,53.0,52.0,1.0,1.0
destruct,53.0,52.0,1.0,1.0
further,53.0,54.0,-1.0,1.0
ideolog,53.0,52.0,1.0,1.0
/a,52.0,53.0,-1.0,1.0
lost,52.0,51.0,1.0,1.0
resign,52.0,51.0,1.0,1.0
until,52.0,51.0,1.0,1.0
compani,51.0,50.0,1.0,1.0
found,51.0,50.0,1.0,1.0
illeg,51.0,50.0,1.0,1.0
urg,51.0,50.0,1.0,1.0
==norm,50.0,49.0,1.0,1.0
blood,50.0,49.0,1.0,1.0
frustrat,50.0,49.0,1.0,1.0
treat,50.0,49.0,1.0,1.0
allow,49.0,48.0,1.0,1.0
bodi,49.0,48.0,1.0,1.0
combin,49.0,48.0,1.0,1.0
flesh,49.0,48.0,1.0,1.0
him,49.0,48.0,1.0,1.0
look,49.0,48.0,1.0,1.0
perceiv,49.0,48.0,1.0,1.0
spirit,49.0,48.0,1.0,1.0
underpin,49.0,50.0,-1.0,1.0
''mean,48.0,49.0,-1.0,1.0
answer,48.0,47.0,1.0,1.0
axiolog,48.0,47.0,1.0,1.0
path,48.0,47.0,1.0,1.0
uneth,48.0,49.0,-1.0,1.0
upset,48.0,47.0,1.0,1.0
anger,47.0,46.0,1.0,1.0
assert,47.0,46.0,1.0,1.0
attach,47.0,46.0,1.0,1.0
degrad,47.0,46.0,1.0,1.0
direct,47.0,46.0,1.0,1.0
ensur,47.0,46.0,1.0,1.0
essenc,47.0,46.0,1.0,1.0
inviol,47.0,46.0,1.0,1.0
self-masteri,47.0,46.0,1.0,1.0
slaveri,47.0,46.0,1.0,1.0
success,47.0,46.0,1.0,1.0
temptat,47.0,46.0,1.0,1.0
unconquer,47.0,46.0,1.0,1.0
victori,47.0,46.0,1.0,1.0
wise,47.0,46.0,1.0,1.0
//plato.stanford.edu/entries/ethics-virtue/,46.0,45.0,1.0,1.0
afterlif,46.0,45.0,1.0,1.0
almost,46.0,45.0,1.0,1.0
difficulti,46.0,45.0,1.0,1.0
domin,46.0,45.0,1.0,1.0
expens,46.0,45.0,1.0,1.0
fret,46.0,45.0,1.0,1.0
latent,46.0,45.0,1.0,1.0
metaeth,46.0,47.0,-1.0,1.0
poor,46.0,45.0,1.0,1.0
proud.,46.0,45.0,1.0,1.0
33-35,45.0,46.0,-1.0,1.0
37-38,45.0,46.0,-1.0,1.0
38-41,45.0,46.0,-1.0,1.0
aliv,45.0,44.0,1.0,1.0
automat,45.0,44.0,1.0,1.0
began,45.0,44.0,1.0,1.0
commonli,45.0,44.0,1.0,1.0
conquer,45.0,44.0,1.0,1.0
courag,45.0,44.0,1.0,1.0
detriment,45.0,44.0,1.0,1.0
happier,45.0,44.0,1.0,1.0
indiscrimin,45.0,44.0,1.0,1.0
non-exist,45.0,44.0,1.0,1.0
primarili,45.0,44.0,1.0,1.0
routledg,45.0,44.0,1.0,1.0
secondari,45.0,44.0,1.0,1.0
stoicism|sto,45.0,46.0,-1.0,1.0
surest,45.0,44.0,1.0,1.0
uniqu,45.0,44.0,1.0,1.0
unpleas,45.0,44.0,1.0,1.0
vain,45.0,44.0,1.0,1.0
worri,45.0,44.0,1.0,1.0
1,44.0,43.0,1.0,1.0
32-33,44.0,45.0,-1.0,1.0
babi,44.0,43.0,1.0,1.0
citizen,44.0,43.0,1.0,1.0
cowardic,44.0,43.0,1.0,1.0
day,44.0,43.0,1.0,1.0
gap,44.0,43.0,1.0,1.0
happiness.,44.0,43.0,1.0,1.0
happy.,44.0,43.0,1.0,1.0
i.e.,44.0,45.0,-1.0,1.0
immort,44.0,43.0,1.0,1.0
intent,44.0,43.0,1.0,1.0
minim,44.0,43.0,1.0,1.0
self-real,44.0,43.0,1.0,1.0
stephen,44.0,43.0,1.0,1.0
tast,44.0,43.0,1.0,1.0
well-establish,44.0,43.0,1.0,1.0
afterlife.,43.0,42.0,1.0,1.0
assuag,43.0,42.0,1.0,1.0
birth,43.0,42.0,1.0,1.0
caution,43.0,42.0,1.0,1.0
discomfort,43.0,42.0,1.0,1.0
encount,43.0,42.0,1.0,1.0
excess,43.0,42.0,1.0,1.0
flounder,43.0,42.0,1.0,1.0
ill-health,43.0,42.0,1.0,1.0
merit,43.0,42.0,1.0,1.0
pinnacl,43.0,42.0,1.0,1.0
prudenc,43.0,42.0,1.0,1.0
reason.,43.0,42.0,1.0,1.0
regardless,43.0,42.0,1.0,1.0
unreal,43.0,42.0,1.0,1.0
veget,43.0,42.0,1.0,1.0
35-37,42.0,43.0,-1.0,1.0
absorb,42.0,41.0,1.0,1.0
age,42.0,41.0,1.0,1.0
bliss,42.0,41.0,1.0,1.0
hesit,42.0,41.0,1.0,1.0
philosophy|greek,42.0,41.0,1.0,1.0
section,42.0,41.0,1.0,1.0
self-gratif,42.0,41.0,1.0,1.0
truth-apt,42.0,41.0,1.0,1.0
''summum,41.0,40.0,1.0,1.0
aristippu,41.0,40.0,1.0,1.0
cornman,41.0,40.0,1.0,1.0
drink,41.0,40.0,1.0,1.0
earlier,41.0,40.0,1.0,1.0
fals,41.0,40.0,1.0,1.0
improv,41.0,40.0,1.0,1.0
merri,41.0,40.0,1.0,1.0
people.,41.0,40.0,1.0,1.0
//www.ucl.ac.uk/philosophy/lpsg/,40.0,39.0,1.0,1.0
//www.ucl.ac.uk/philosophy/lpsg/ethics.htm,40.0,39.0,1.0,1.0
==further,40.0,39.0,1.0,1.0
==references==,40.0,39.0,1.0,1.0
fleet,40.0,39.0,1.0,1.0
forev,40.0,39.0,1.0,1.0
gratif,40.0,39.0,1.0,1.0
maslow|abraham,40.0,41.0,-1.0,1.0
momentari,40.0,39.0,1.0,1.0
opportun,40.0,39.0,1.0,1.0
p,40.0,41.0,-1.0,1.0
reading==,40.0,39.0,1.0,1.0
rogers|carl,40.0,41.0,-1.0,1.0
self-realization,40.0,39.0,1.0,1.0
slave,40.0,39.0,1.0,1.0
theory|divin,40.0,41.0,-1.0,1.0
tomorrow,40.0,39.0,1.0,1.0
倫理学,40.0,41.0,-1.0,1.0
golden,39.0,40.0,-1.0,1.0
main|descript,39.0,38.0,1.0,1.0
nurs,39.0,38.0,1.0,1.0
statement,39.0,40.0,-1.0,1.0
formal,38.0,37.0,1.0,1.0
georg,38.0,37.0,1.0,1.0
princip,38.0,37.0,1.0,1.0
wiktionari,38.0,37.0,1.0,1.0
//plato.stanford.edu/entries/ethics-ancient/,37.0,36.0,1.0,1.0
correl,37.0,36.0,1.0,1.0
give,37.0,36.0,1.0,1.0
satisfi,37.0,38.0,-1.0,1.0
steal,37.0,38.0,-1.0,1.0
via,37.0,36.0,1.0,1.0
focus,36.0,35.0,1.0,1.0
given,35.0,34.0,1.0,1.0
unit,35.0,34.0,1.0,1.0
===moism===,34.0,33.0,1.0,1.0
==chines,34.0,33.0,1.0,1.0
attitud,34.0,35.0,-1.0,1.0
d,34.0,33.0,1.0,1.0
latter,34.0,33.0,1.0,1.0
===confucius===,33.0,34.0,-1.0,1.0
hundr,33.0,32.0,1.0,1.0
loss,33.0,32.0,1.0,1.0
practice:,33.0,32.0,1.0,1.0
value-fre,33.0,32.0,1.0,1.0
america,32.0,31.0,1.0,1.0
big,32.0,31.0,1.0,1.0
clearli,32.0,31.0,1.0,1.0
figur,32.0,31.0,1.0,1.0
scholarli,32.0,31.0,1.0,1.0
simpler,32.0,31.0,1.0,1.0
violat,32.0,31.0,1.0,1.0
|cognitiv,32.0,31.0,1.0,1.0
====epicureanism====,31.0,30.0,1.0,1.0
beauti,31.0,30.0,1.0,1.0
moore|g.,31.0,32.0,-1.0,1.0
''five,30.0,31.0,-1.0,1.0
//www.ditext.com/broad/ftet/ftet.html,30.0,31.0,-1.0,1.0
2nd,30.0,29.0,1.0,1.0
500,30.0,29.0,1.0,1.0
chine,30.0,29.0,1.0,1.0
electr,30.0,29.0,1.0,1.0
harcourt,30.0,31.0,-1.0,1.0
impos,30.0,29.0,1.0,1.0
mostli,30.0,29.0,1.0,1.0
necessarili,30.0,29.0,1.0,1.0
positiv,30.0,29.0,1.0,1.0
psychology|evolutionari,30.0,31.0,-1.0,1.0
rights|pati,30.0,31.0,-1.0,1.0
truth|truth,30.0,31.0,-1.0,1.0
2011,29.0,28.0,1.0,1.0
====cyrena,29.0,28.0,1.0,1.0
b.,29.0,28.0,1.0,1.0
charlott,29.0,28.0,1.0,1.0
constitut,29.0,28.0,1.0,1.0
editor,29.0,28.0,1.0,1.0
hedonism====,29.0,28.0,1.0,1.0
include:,29.0,28.0,1.0,1.0
intens,29.0,28.0,1.0,1.0
invent,29.0,28.0,1.0,1.0
j.,29.0,30.0,-1.0,1.0
lang|grc|,29.0,30.0,-1.0,1.0
lang|grc|ἠθική,29.0,30.0,-1.0,1.0
linda,29.0,28.0,1.0,1.0
main|leg,29.0,30.0,-1.0,1.0
measur,29.0,28.0,1.0,1.0
particip,29.0,28.0,1.0,1.0
peer-review,29.0,28.0,1.0,1.0
top,29.0,30.0,-1.0,1.0
ἤθος,29.0,30.0,-1.0,1.0
'the,28.0,27.0,1.0,1.0
4,28.0,27.0,1.0,1.0
apatheia,28.0,27.0,1.0,1.0
black,28.0,27.0,1.0,1.0
ethics|nurs,28.0,29.0,-1.0,1.0
miniatur,28.0,27.0,1.0,1.0
ought,28.0,27.0,1.0,1.0
salli,28.0,29.0,-1.0,1.0
