,added,deleted,added - deleted,abs(added - deleted)
airen,55.0,53.0,2.0,2.0
===religi,53.0,51.0,2.0,2.0
berscheid,53.0,51.0,2.0,2.0
同性戀,53.0,55.0,-2.0,2.0
elain,51.0,49.0,2.0,2.0
14,50.0,48.0,2.0,2.0
love-zh.png|215px|thumb|left|th,50.0,48.0,2.0,2.0
''xenía,48.0,46.0,2.0,2.0
love.”,48.0,46.0,2.0,2.0
co.,47.0,45.0,2.0,2.0
emanuel,45.0,43.0,2.0,2.0
disapprov,44.0,42.0,2.0,2.0
|first=paul,44.0,42.0,2.0,2.0
''gănqíng,43.0,45.0,-2.0,2.0
field,43.0,41.0,2.0,2.0
gănqíng,43.0,41.0,2.0,2.0
scott,43.0,41.0,2.0,2.0
must,42.0,40.0,2.0,2.0
bertona,40.0,38.0,2.0,2.0
winston,39.0,37.0,2.0,2.0
prior,38.0,36.0,2.0,2.0
==definitions==,37.0,35.0,2.0,2.0
limerence|crush,36.0,38.0,-2.0,2.0
unusu,34.0,32.0,2.0,2.0
5,32.0,30.0,2.0,2.0
everyon,32.0,30.0,2.0,2.0
narcissism.,32.0,30.0,2.0,2.0
cover,31.0,29.0,2.0,2.0
*********************************************************,30.0,28.0,2.0,2.0
abl,30.0,28.0,2.0,2.0
have.,30.0,28.0,2.0,2.0
side-effect,30.0,28.0,2.0,2.0
ask,29.0,27.0,2.0,2.0
benedict,26.0,24.0,2.0,2.0
deu,26.0,24.0,2.0,2.0
love-zh.png|215px|thumb|right|th,26.0,28.0,-2.0,2.0
xvi,26.0,24.0,2.0,2.0
encycl,25.0,23.0,2.0,2.0
harper,25.0,23.0,2.0,2.0
random,25.0,23.0,2.0,2.0
sri,25.0,23.0,2.0,2.0
est,24.0,22.0,2.0,2.0
treat,24.0,22.0,2.0,2.0
恋,24.0,26.0,-2.0,2.0
3:16-18,23.0,21.0,2.0,2.0
confess,23.0,21.0,2.0,2.0
experienc,23.0,21.0,2.0,2.0
final,23.0,21.0,2.0,2.0
infinit,23.0,21.0,2.0,2.0
love|,23.0,21.0,2.0,2.0
left,19.0,17.0,2.0,2.0
turkish,19.0,17.0,2.0,2.0
****************************************************************,18.0,20.0,-2.0,2.0
poetic,18.0,16.0,2.0,2.0
turk,17.0,15.0,2.0,2.0
veracruz,16.0,14.0,2.0,2.0
"band,",15.0,13.0,2.0,2.0
offer,14.0,12.0,2.0,2.0
sought,14.0,12.0,2.0,2.0
against,13.0,11.0,2.0,2.0
attain,13.0,11.0,2.0,2.0
ren,13.0,11.0,2.0,2.0
url=http,13.0,11.0,2.0,2.0
facilit,12.0,10.0,2.0,2.0
king,12.0,10.0,2.0,2.0
978-0060958282,11.0,9.0,2.0,2.0
adopt,11.0,9.0,2.0,2.0
ago,11.0,9.0,2.0,2.0
dickse,11.0,9.0,2.0,2.0
suspicion,11.0,9.0,2.0,2.0
vatican1,11.0,9.0,2.0,2.0
====agape====,10.0,8.0,2.0,2.0
citi,10.0,8.0,2.0,2.0
handbook,10.0,8.0,2.0,2.0
perman,10.0,8.0,2.0,2.0
r,10.0,8.0,2.0,2.0
bow,9.0,7.0,2.0,2.0
claim,9.0,7.0,2.0,2.0
huastec,9.0,7.0,2.0,2.0
—in,9.0,7.0,2.0,2.0
2010,8.0,6.0,2.0,2.0
belur,8.0,6.0,2.0,2.0
flow,8.0,6.0,2.0,2.0
indiana,8.0,6.0,2.0,2.0
religions===,8.0,6.0,2.0,2.0
support,8.0,6.0,2.0,2.0
|the,8.0,6.0,2.0,2.0
4:7-8,7.0,5.0,2.0,2.0
dr,7.0,5.0,2.0,2.0
"family,",7.0,5.0,2.0,2.0
isbn-10,7.0,5.0,2.0,2.0
isbn-13,7.0,5.0,2.0,2.0
.x.,6.0,8.0,-2.0,2.0
05,6.0,4.0,2.0,2.0
advoc,6.0,4.0,2.0,2.0
aşık,6.0,4.0,2.0,2.0
succeed,6.0,4.0,2.0,2.0
|first=zick,6.0,4.0,2.0,2.0
|last=rubin,6.0,4.0,2.0,2.0
爱情,6.0,4.0,2.0,2.0
//la.wikisource.org/wiki/confessio_philosophi,5.0,3.0,2.0,2.0
//www.newadvent.org/summa/2026.htm,5.0,3.0,2.0,2.0
consciou,5.0,3.0,2.0,2.0
equival,5.0,3.0,2.0,2.0
liber,5.0,3.0,2.0,2.0
love|url=http,5.0,3.0,2.0,2.0
svg,5.0,3.0,2.0,2.0
swami,5.0,3.0,2.0,2.0
''birr,4.0,2.0,2.0,2.0
april,4.0,6.0,-2.0,2.0
azerbaijani,4.0,2.0,2.0,2.0
contamin,4.0,2.0,2.0,2.0
"friends,",4.0,2.0,2.0,2.0
gour,4.0,2.0,2.0,2.0
john|1,4.0,2.0,2.0,2.0
middle-class,4.0,2.0,2.0,2.0
"opinion,",4.0,2.0,2.0,2.0
"s,",4.0,6.0,-2.0,2.0
spurlock,4.0,2.0,2.0,2.0
url,4.0,2.0,2.0,2.0
wikipedia-book,4.0,6.0,-2.0,2.0
|location=new,4.0,2.0,2.0,2.0
*******,3.0,1.0,2.0,2.0
.howev,3.0,1.0,2.0,2.0
.it,3.0,1.0,2.0,2.0
1988,3.0,1.0,2.0,2.0
=ancient,3.0,1.0,2.0,2.0
airen|airen,3.0,5.0,-2.0,2.0
christiana,3.0,1.0,2.0,2.0
doctrina,3.0,1.0,2.0,2.0
"humans,",3.0,1.0,2.0,2.0
journal=,3.0,1.0,2.0,2.0
koi,3.0,1.0,2.0,2.0
refimprov,3.0,1.0,2.0,2.0
"series,",3.0,1.0,2.0,2.0
time.,3.0,1.0,2.0,2.0
|intim,3.0,5.0,-2.0,2.0
|issue=2,3.0,1.0,2.0,2.0
|upright,3.0,1.0,2.0,2.0
200px,2.0,4.0,-2.0,2.0
baglione.jpg|right|thumb|200px|,2.0,4.0,-2.0,2.0
"fame,",2.0,4.0,-2.0,2.0
"god,",2.0,4.0,-2.0,2.0
"learning,",2.0,4.0,-2.0,2.0
"money,",2.0,4.0,-2.0,2.0
termin,2.0,4.0,-2.0,2.0
"book|author=sternberg,",1.0,3.0,-2.0,2.0
col,1.0,3.0,-2.0,2.0
"history,",1.0,3.0,-2.0,2.0
khese,1.0,3.0,-2.0,2.0
"overtones,",1.0,3.0,-2.0,2.0
"states,",1.0,3.0,-2.0,2.0
someth,829.0,830.0,-1.0,1.0
exist,786.0,785.0,1.0,1.0
time,711.0,710.0,1.0,1.0
deiti,687.0,686.0,1.0,1.0
limer,661.0,660.0,1.0,1.0
abstract,589.0,588.0,1.0,1.0
views==,560.0,559.0,1.0,1.0
law,533.0,532.0,1.0,1.0
list,527.0,526.0,1.0,1.0
center,490.0,489.0,1.0,1.0
want,482.0,481.0,1.0,1.0
basic,474.0,473.0,1.0,1.0
dorothi,452.0,451.0,1.0,1.0
hindu,449.0,448.0,1.0,1.0
2007,443.0,442.0,1.0,1.0
act,429.0,428.0,1.0,1.0
empti,410.0,411.0,-1.0,1.0
chicago,390.0,389.0,1.0,1.0
appear,386.0,385.0,1.0,1.0
part,386.0,385.0,1.0,1.0
wood,384.0,383.0,1.0,1.0
oord,380.0,379.0,1.0,1.0
someon,374.0,375.0,-1.0,1.0
well-b,372.0,371.0,1.0,1.0
ordinari,364.0,363.0,1.0,1.0
quot,362.0,361.0,1.0,1.0
suggest,357.0,356.0,1.0,1.0
connect,354.0,355.0,-1.0,1.0
main|lov,354.0,355.0,-1.0,1.0
look,350.0,349.0,1.0,1.0
day,347.0,346.0,1.0,1.0
play,347.0,346.0,1.0,1.0
coupl,340.0,339.0,1.0,1.0
place,336.0,335.0,1.0,1.0
et,329.0,328.0,1.0,1.0
out,324.0,323.0,1.0,1.0
''a,322.0,321.0,1.0,1.0
reflect,321.0,320.0,1.0,1.0
live,320.0,319.0,1.0,1.0
establish,318.0,317.0,1.0,1.0
platon,315.0,314.0,1.0,1.0
present,310.0,309.0,1.0,1.0
necessari,307.0,306.0,1.0,1.0
evalu,302.0,301.0,1.0,1.0
robert,298.0,297.0,1.0,1.0
wisdom,293.0,292.0,1.0,1.0
vari,289.0,288.0,1.0,1.0
sensual,283.0,282.0,1.0,1.0
littl,282.0,281.0,1.0,1.0
1987,269.0,268.0,1.0,1.0
poll,268.0,269.0,-1.0,1.0
here,260.0,259.0,1.0,1.0
start,256.0,255.0,1.0,1.0
==religi,255.0,256.0,-1.0,1.0
singl,255.0,254.0,1.0,1.0
either,252.0,251.0,1.0,1.0
forc,251.0,250.0,1.0,1.0
educ,250.0,249.0,1.0,1.0
men,245.0,244.0,1.0,1.0
cinta,242.0,243.0,-1.0,1.0
number,237.0,236.0,1.0,1.0
altruism,236.0,235.0,1.0,1.0
wrong,236.0,235.0,1.0,1.0
amo,232.0,231.0,1.0,1.0
style,232.0,233.0,-1.0,1.0
greatest,231.0,230.0,1.0,1.0
thought,231.0,232.0,-1.0,1.0
creation,228.0,227.0,1.0,1.0
da,227.0,226.0,1.0,1.0
my,227.0,226.0,1.0,1.0
wife,225.0,224.0,1.0,1.0
servic,224.0,223.0,1.0,1.0
never,221.0,220.0,1.0,1.0
typic,221.0,220.0,1.0,1.0
//www.humanthermodynamics.com/rp2-love.html,220.0,221.0,-1.0,1.0
**,219.0,218.0,1.0,1.0
long-term,219.0,220.0,-1.0,1.0
1979,217.0,216.0,1.0,1.0
stein,217.0,216.0,1.0,1.0
histor,216.0,215.0,1.0,1.0
could,215.0,214.0,1.0,1.0
ca,213.0,214.0,-1.0,1.0
==see,211.0,210.0,1.0,1.0
indulg,211.0,212.0,-1.0,1.0
''whi,209.0,208.0,1.0,1.0
ama,209.0,210.0,-1.0,1.0
rabbi,209.0,208.0,1.0,1.0
euphemist,208.0,207.0,1.0,1.0
119,207.0,208.0,-1.0,1.0
135,207.0,208.0,-1.0,1.0
ingredi,207.0,206.0,1.0,1.0
produc,206.0,205.0,1.0,1.0
complet,203.0,202.0,1.0,1.0
case,201.0,200.0,1.0,1.0
kinship,200.0,199.0,1.0,1.0
ma,197.0,196.0,1.0,1.0
self-interest,197.0,196.0,1.0,1.0
studi,196.0,195.0,1.0,1.0
virtuou,196.0,195.0,1.0,1.0
conquer,195.0,194.0,1.0,1.0
5th,193.0,192.0,1.0,1.0
plato,193.0,192.0,1.0,1.0
boyd,192.0,191.0,1.0,1.0
pearson,192.0,191.0,1.0,1.0
''i,191.0,190.0,1.0,1.0
102,191.0,190.0,1.0,1.0
bulletin,189.0,188.0,1.0,1.0
collect,189.0,188.0,1.0,1.0
pheromon,188.0,187.0,1.0,1.0
sight,188.0,187.0,1.0,1.0
theme,186.0,185.0,1.0,1.0
classic,185.0,184.0,1.0,1.0
pictur,185.0,184.0,1.0,1.0
metaphor,184.0,183.0,1.0,1.0
appar,183.0,182.0,1.0,1.0
tender,182.0,181.0,1.0,1.0
unrequit,182.0,181.0,1.0,1.0
fire,181.0,180.0,1.0,1.0
end,180.0,179.0,1.0,1.0
hypothesi,180.0,179.0,1.0,1.0
mental,180.0,179.0,1.0,1.0
inher,179.0,178.0,1.0,1.0
puppi,179.0,180.0,-1.0,1.0
stronger,179.0,178.0,1.0,1.0
set,178.0,177.0,1.0,1.0
water,178.0,177.0,1.0,1.0
behav,176.0,175.0,1.0,1.0
contemporari,176.0,175.0,1.0,1.0
deal,174.0,173.0,1.0,1.0
find,173.0,172.0,1.0,1.0
''lust,172.0,171.0,1.0,1.0
get,172.0,171.0,1.0,1.0
detail,171.0,170.0,1.0,1.0
easili,170.0,169.0,1.0,1.0
essay,169.0,168.0,1.0,1.0
rejoic,169.0,168.0,1.0,1.0
anger,168.0,167.0,1.0,1.0
refin,168.0,167.0,1.0,1.0
b,167.0,168.0,-1.0,1.0
certainli,167.0,166.0,1.0,1.0
allah,162.0,161.0,1.0,1.0
emphasi,162.0,161.0,1.0,1.0
breath,160.0,159.0,1.0,1.0
record,158.0,157.0,1.0,1.0
biblic,157.0,156.0,1.0,1.0
boast,157.0,158.0,-1.0,1.0
influenti,157.0,156.0,1.0,1.0
proud,157.0,156.0,1.0,1.0
consider,156.0,155.0,1.0,1.0
london,156.0,157.0,-1.0,1.0
taken,156.0,155.0,1.0,1.0
virgil,156.0,155.0,1.0,1.0
envi,155.0,154.0,1.0,1.0
mania,155.0,154.0,1.0,1.0
meal,155.0,154.0,1.0,1.0
jesu,154.0,153.0,1.0,1.0
k,153.0,154.0,-1.0,1.0
top,153.0,154.0,-1.0,1.0
2006,152.0,151.0,1.0,1.0
matter,152.0,151.0,1.0,1.0
posse,152.0,151.0,1.0,1.0
collegi,151.0,150.0,1.0,1.0
mammalian,151.0,150.0,1.0,1.0
romanc,151.0,150.0,1.0,1.0
theology|theologian,151.0,150.0,1.0,1.0
''merriam-webst,150.0,149.0,1.0,1.0
context,150.0,149.0,1.0,1.0
ever,149.0,148.0,1.0,1.0
oppos,148.0,147.0,1.0,1.0
persever,148.0,147.0,1.0,1.0
self-seek,148.0,147.0,1.0,1.0
you|,148.0,147.0,1.0,1.0
pagan,147.0,146.0,1.0,1.0
root,147.0,146.0,1.0,1.0
synonym,147.0,146.0,1.0,1.0
direct,145.0,144.0,1.0,1.0
theolog,145.0,144.0,1.0,1.0
humankind,144.0,143.0,1.0,1.0
judaism,143.0,144.0,-1.0,1.0
perceiv,142.0,141.0,1.0,1.0
shall,141.0,140.0,1.0,1.0
short,141.0,140.0,1.0,1.0
aspir,140.0,139.0,1.0,1.0
longer,140.0,139.0,1.0,1.0
vs.,140.0,139.0,1.0,1.0
elev,139.0,138.0,1.0,1.0
wit,138.0,137.0,1.0,1.0
higher,137.0,136.0,1.0,1.0
absolut,136.0,135.0,1.0,1.0
togeth,135.0,134.0,1.0,1.0
'04,134.0,133.0,1.0,1.0
rel,134.0,133.0,1.0,1.0
12,133.0,132.0,1.0,1.0
casual,133.0,132.0,1.0,1.0
italian,133.0,132.0,1.0,1.0
seem,132.0,131.0,1.0,1.0
writer,132.0,131.0,1.0,1.0
henc,130.0,129.0,1.0,1.0
music,130.0,129.0,1.0,1.0
knowledg,129.0,128.0,1.0,1.0
1995,128.0,127.0,1.0,1.0
==scientif,128.0,129.0,-1.0,1.0
ident,127.0,126.0,1.0,1.0
stranger,127.0,126.0,1.0,1.0
countri,126.0,125.0,1.0,1.0
col-end,125.0,124.0,1.0,1.0
cross-cultur,125.0,124.0,1.0,1.0
seek,125.0,124.0,1.0,1.0
''erotikon,124.0,125.0,-1.0,1.0
six,124.0,123.0,1.0,1.0
sourc,124.0,123.0,1.0,1.0
fondness.,123.0,122.0,1.0,1.0
recogn,123.0,122.0,1.0,1.0
benefit,121.0,120.0,1.0,1.0
beatl,120.0,119.0,1.0,1.0
ritual,120.0,119.0,1.0,1.0
high,119.0,118.0,1.0,1.0
upon,119.0,118.0,1.0,1.0
worship,119.0,118.0,1.0,1.0
articl,118.0,117.0,1.0,1.0
deepli,118.0,117.0,1.0,1.0
diver,118.0,117.0,1.0,1.0
contain,117.0,116.0,1.0,1.0
marvel,117.0,116.0,1.0,1.0
occur,117.0,116.0,1.0,1.0
sanskrit,117.0,116.0,1.0,1.0
thou,117.0,116.0,1.0,1.0
vol,117.0,116.0,1.0,1.0
karuna,115.0,114.0,1.0,1.0
nine,115.0,114.0,1.0,1.0
signific,115.0,114.0,1.0,1.0
adult,114.0,113.0,1.0,1.0
extrem,114.0,113.0,1.0,1.0
nqíng,114.0,115.0,-1.0,1.0
volunt,114.0,113.0,1.0,1.0
arrow,113.0,112.0,1.0,1.0
charit,113.0,112.0,1.0,1.0
proverb,113.0,112.0,1.0,1.0
theologian,113.0,112.0,1.0,1.0
charg,112.0,111.0,1.0,1.0
instinct,112.0,111.0,1.0,1.0
puriti,112.0,111.0,1.0,1.0
welfar,112.0,111.0,1.0,1.0
almost,111.0,110.0,1.0,1.0
dopamin,111.0,110.0,1.0,1.0
hebrew,111.0,110.0,1.0,1.0
infant,111.0,110.0,1.0,1.0
self-accept,111.0,110.0,1.0,1.0
total,111.0,110.0,1.0,1.0
convent,110.0,109.0,1.0,1.0
full,110.0,109.0,1.0,1.0
marit,110.0,109.0,1.0,1.0
oral,110.0,109.0,1.0,1.0
plain,110.0,109.0,1.0,1.0
project,110.0,109.0,1.0,1.0
secret,110.0,109.0,1.0,1.0
愛情,110.0,111.0,-1.0,1.0
''phileo,109.0,108.0,1.0,1.0
advers,109.0,108.0,1.0,1.0
parti,109.0,108.0,1.0,1.0
19:18,108.0,107.0,1.0,1.0
9:5,108.0,107.0,1.0,1.0
9:9,108.0,107.0,1.0,1.0
berachoth,108.0,107.0,1.0,1.0
deem,108.0,107.0,1.0,1.0
ecclesiast,108.0,107.0,1.0,1.0
grate,108.0,107.0,1.0,1.0
inspir,108.0,107.0,1.0,1.0
leviticu,108.0,107.0,1.0,1.0
mishnah,108.0,107.0,1.0,1.0
norepinephrin,108.0,107.0,1.0,1.0
rabbin,108.0,107.0,1.0,1.0
russel,108.0,107.0,1.0,1.0
tractat,108.0,107.0,1.0,1.0
transgress,108.0,107.0,1.0,1.0
control,107.0,106.0,1.0,1.0
testosteron,107.0,106.0,1.0,1.0
vasopressin,107.0,106.0,1.0,1.0
while,107.0,106.0,1.0,1.0
''michtav,106.0,105.0,1.0,1.0
30,106.0,107.0,-1.0,1.0
dessler,106.0,105.0,1.0,1.0
detach,106.0,105.0,1.0,1.0
eliez,106.0,105.0,1.0,1.0
eliyahu,106.0,105.0,1.0,1.0
mark,106.0,105.0,1.0,1.0
me-eliyahu,106.0,105.0,1.0,1.0
personifi,106.0,105.0,1.0,1.0
via,106.0,105.0,1.0,1.0
erotomania,105.0,104.0,1.0,1.0
fundament,105.0,104.0,1.0,1.0
likewis,105.0,106.0,-1.0,1.0
press|year=1998|id=isbn,105.0,104.0,1.0,1.0
serotonin,105.0,104.0,1.0,1.0
ugli,105.0,104.0,1.0,1.0
unknown,105.0,104.0,1.0,1.0
vers,105.0,104.0,1.0,1.0
book|author=sternberg,104.0,103.0,1.0,1.0
dynam,104.0,103.0,1.0,1.0
ishq,104.0,103.0,1.0,1.0
japan,104.0,103.0,1.0,1.0
obstacl,104.0,103.0,1.0,1.0
offspr,104.0,103.0,1.0,1.0
strongest,104.0,103.0,1.0,1.0
contribut,103.0,102.0,1.0,1.0
deni,103.0,102.0,1.0,1.0
eleven,103.0,102.0,1.0,1.0
outreach,103.0,102.0,1.0,1.0
previous,103.0,102.0,1.0,1.0
pursu,103.0,102.0,1.0,1.0
tulsida,103.0,102.0,1.0,1.0
wilt,103.0,102.0,1.0,1.0
===buddhist===,102.0,101.0,1.0,1.0
ahava,102.0,101.0,1.0,1.0
combinations:,102.0,101.0,1.0,1.0
europ,102.0,101.0,1.0,1.0
familiar,102.0,101.0,1.0,1.0
famou,102.0,101.0,1.0,1.0
greec,102.0,101.0,1.0,1.0
odyssey,102.0,101.0,1.0,1.0
oxford,102.0,101.0,1.0,1.0
repay,102.0,101.0,1.0,1.0
''prem,101.0,100.0,1.0,1.0
bhagavatha-purana,101.0,100.0,1.0,1.0
class=,101.0,102.0,-1.0,1.0
dispassion,101.0,100.0,1.0,1.0
fed,101.0,100.0,1.0,1.0
gratitud,101.0,100.0,1.0,1.0
quarter,101.0,100.0,1.0,1.0
brotherli,100.0,99.0,1.0,1.0
el,100.0,101.0,-1.0,1.0
recal,100.0,99.0,1.0,1.0
===attract,99.0,98.0,1.0,1.0
disord,99.0,98.0,1.0,1.0
''per,98.0,97.0,1.0,1.0
===phases===,98.0,99.0,-1.0,1.0
ar,98.0,97.0,1.0,1.0
commonplac,98.0,97.0,1.0,1.0
homer,98.0,97.0,1.0,1.0
solomon|song,98.0,97.0,1.0,1.0
summaris,98.0,97.0,1.0,1.0
*r.,97.0,98.0,-1.0,1.0
id=isbn,97.0,96.0,1.0,1.0
invest,97.0,96.0,1.0,1.0
references-smal,97.0,98.0,-1.0,1.0
girlfriend,96.0,95.0,1.0,1.0
worthi,96.0,95.0,1.0,1.0
''narada,95.0,94.0,1.0,1.0
apathi,95.0,94.0,1.0,1.0
neutral,95.0,94.0,1.0,1.0
overlap,95.0,94.0,1.0,1.0
emotion-foot,94.0,93.0,1.0,1.0
===islamic===,93.0,94.0,-1.0,1.0
complementari,93.0,92.0,1.0,1.0
discours,93.0,92.0,1.0,1.0
larg,93.0,92.0,1.0,1.0
late,93.0,94.0,-1.0,1.0
treatis,93.0,92.0,1.0,1.0
worth,93.0,92.0,1.0,1.0
cliché,92.0,91.0,1.0,1.0
stress,92.0,91.0,1.0,1.0
agapē,91.0,90.0,1.0,1.0
aris,91.0,90.0,1.0,1.0
cognat,91.0,90.0,1.0,1.0
conflat,91.0,90.0,1.0,1.0
ian,91.0,90.0,1.0,1.0
love|al,91.0,90.0,1.0,1.0
semant,91.0,90.0,1.0,1.0
amongst,90.0,89.0,1.0,1.0
complic,90.0,89.0,1.0,1.0
length,90.0,89.0,1.0,1.0
strength,90.0,89.0,1.0,1.0
viewpoint,90.0,89.0,1.0,1.0
iliad,89.0,88.0,1.0,1.0
|similar,89.0,90.0,-1.0,1.0
99,88.0,87.0,1.0,1.0
brotherhood,88.0,87.0,1.0,1.0
burden,88.0,87.0,1.0,1.0
glorifi,88.0,87.0,1.0,1.0
member,88.0,87.0,1.0,1.0
observar,88.0,87.0,1.0,1.0
overview,88.0,87.0,1.0,1.0
prostitut,88.0,87.0,1.0,1.0
renunci,88.0,87.0,1.0,1.0
11:90,87.0,86.0,1.0,1.0
85:14,87.0,86.0,1.0,1.0
accessori,87.0,86.0,1.0,1.0
advantag,87.0,86.0,1.0,1.0
adventur,87.0,86.0,1.0,1.0
cicero,87.0,86.0,1.0,1.0
loving-kind,87.0,88.0,-1.0,1.0
save,87.0,86.0,1.0,1.0
verb|lik,87.0,88.0,-1.0,1.0
versatil,87.0,86.0,1.0,1.0
views|religi,87.0,88.0,-1.0,1.0
worker,87.0,86.0,1.0,1.0
imperson,86.0,85.0,1.0,1.0
metta,86.0,87.0,-1.0,1.0
baglion,85.0,84.0,1.0,1.0
convict,85.0,84.0,1.0,1.0
did,85.0,84.0,1.0,1.0
fertil,85.0,84.0,1.0,1.0
love:,85.0,84.0,1.0,1.0
profound,85.0,84.0,1.0,1.0
giovanni,84.0,83.0,1.0,1.0
love.,84.0,85.0,-1.0,1.0
profan,84.0,83.0,1.0,1.0
recently-inv,84.0,85.0,-1.0,1.0
report,84.0,83.0,1.0,1.0
issu,83.0,82.0,1.0,1.0
guid,82.0,81.0,1.0,1.0
prefer,82.0,81.0,1.0,1.0
stabil,81.0,80.0,1.0,1.0
'care,80.0,79.0,1.0,1.0
'charit,80.0,79.0,1.0,1.0
'dilig,80.0,79.0,1.0,1.0
'diliger,80.0,79.0,1.0,1.0
'esteem,80.0,79.0,1.0,1.0
'observantia,80.0,79.0,1.0,1.0
chen,80.0,79.0,1.0,1.0
page,80.0,79.0,1.0,1.0
point,80.0,81.0,-1.0,1.0
''aengu,79.0,80.0,-1.0,1.0
'friend,79.0,78.0,1.0,1.0
'friendship,79.0,78.0,1.0,1.0
'girlfriend,79.0,78.0,1.0,1.0
'indebted,79.0,78.0,1.0,1.0
'influenc,79.0,78.0,1.0,1.0
'profession,79.0,78.0,1.0,1.0
'sexual,79.0,78.0,1.0,1.0
''fatuou,78.0,77.0,1.0,1.0
condemn,78.0,77.0,1.0,1.0
cream,78.0,79.0,-1.0,1.0
''empti,77.0,76.0,1.0,1.0
girl,77.0,76.0,1.0,1.0
boyfriend,76.0,75.0,1.0,1.0
done,76.0,75.0,1.0,1.0
drunk,76.0,75.0,1.0,1.0
possibl,76.0,75.0,1.0,1.0
stori,76.0,75.0,1.0,1.0
wine,76.0,75.0,1.0,1.0
''bhakti,75.0,76.0,-1.0,1.0
constant,75.0,74.0,1.0,1.0
etern,74.0,73.0,1.0,1.0
infam,74.0,73.0,1.0,1.0
ovid,74.0,73.0,1.0,1.0
''diligentia,73.0,74.0,-1.0,1.0
amatoria,73.0,72.0,1.0,1.0
coauthor,73.0,74.0,-1.0,1.0
strongli,73.0,72.0,1.0,1.0
now,72.0,73.0,-1.0,1.0
oestrogen,72.0,71.0,1.0,1.0
overprotect,72.0,71.0,1.0,1.0
catullu,71.0,70.0,1.0,1.0
small,71.0,70.0,1.0,1.0
''aman,70.0,69.0,1.0,1.0
''amicitia,70.0,69.0,1.0,1.0
''amicu,70.0,69.0,1.0,1.0
favor,70.0,69.0,1.0,1.0
sensuou,70.0,69.0,1.0,1.0
child-rear,69.0,70.0,-1.0,1.0
extramarit,69.0,68.0,1.0,1.0
molecul,69.0,68.0,1.0,1.0
conceptu,68.0,67.0,1.0,1.0
fear,68.0,67.0,1.0,1.0
intimacy|intim,68.0,67.0,1.0,1.0
mari,68.0,67.0,1.0,1.0
'infatu,67.0,68.0,-1.0,1.0
accuraci,67.0,68.0,-1.0,1.0
plasma,67.0,66.0,1.0,1.0
recheck,67.0,68.0,-1.0,1.0
undesir,67.0,66.0,1.0,1.0
//www.trueopenlove.org/reference/ancientlovepoetry.html,66.0,67.0,-1.0,1.0
flourish,66.0,65.0,1.0,1.0
gave,66.0,65.0,1.0,1.0
success,66.0,65.0,1.0,1.0
'companion,65.0,66.0,-1.0,1.0
'fatuou,65.0,66.0,-1.0,1.0
3:16-17,65.0,66.0,-1.0,1.0
perish,65.0,64.0,1.0,1.0
poem,65.0,64.0,1.0,1.0
right,65.0,64.0,1.0,1.0
alon,64.0,65.0,-1.0,1.0
bhagavad,64.0,63.0,1.0,1.0
homosexu,64.0,63.0,1.0,1.0
perfect,64.0,63.0,1.0,1.0
send,64.0,63.0,1.0,1.0
therefor,64.0,63.0,1.0,1.0
thu,64.0,63.0,1.0,1.0
qing,63.0,62.0,1.0,1.0
stimul,63.0,62.0,1.0,1.0
her/him,62.0,63.0,-1.0,1.0
realiti,62.0,61.0,1.0,1.0
rear,61.0,60.0,1.0,1.0
effect,60.0,59.0,1.0,1.0
pantheism,59.0,58.0,1.0,1.0
retain,59.0,58.0,1.0,1.0
regularli,58.0,57.0,1.0,1.0
lian'ai,57.0,56.0,1.0,1.0
love|lov,57.0,58.0,-1.0,1.0
simplifi,57.0,56.0,1.0,1.0
''for,56.0,55.0,1.0,1.0
''qingren,56.0,57.0,-1.0,1.0
''tongxinglian,56.0,57.0,-1.0,1.0
lo,56.0,57.0,-1.0,1.0
whole,56.0,57.0,-1.0,1.0
'i,55.0,54.0,1.0,1.0
0-8128-6134-5,55.0,54.0,1.0,1.0
analog,55.0,54.0,1.0,1.0
mergefrom|triangular,55.0,54.0,1.0,1.0
portray,55.0,54.0,1.0,1.0
resembl,55.0,54.0,1.0,1.0
感情,55.0,54.0,1.0,1.0
'combin,54.0,55.0,-1.0,1.0
deriv,54.0,53.0,1.0,1.0
insan,54.0,53.0,1.0,1.0
|+,54.0,55.0,-1.0,1.0
agape|agap,53.0,52.0,1.0,1.0
burn,53.0,52.0,1.0,1.0
special,53.0,52.0,1.0,1.0
รัก,53.0,52.0,1.0,1.0
戀人,53.0,54.0,-1.0,1.0
1969,52.0,51.0,1.0,1.0
69-17443,52.0,51.0,1.0,1.0
addison-wesley,52.0,51.0,1.0,1.0
cccn,52.0,51.0,1.0,1.0
coulomb,52.0,51.0,1.0,1.0
electr,52.0,51.0,1.0,1.0
h.|,52.0,51.0,1.0,1.0
henri,52.0,51.0,1.0,1.0
swansheart.jpg|thumb|300px|right|swan,52.0,53.0,-1.0,1.0
tie,52.0,51.0,1.0,1.0
walster,52.0,51.0,1.0,1.0
newberg,51.0,50.0,1.0,1.0
romeo,51.0,50.0,1.0,1.0
juliet,50.0,49.0,1.0,1.0
predominantli,50.0,49.0,1.0,1.0
==imperson,49.0,50.0,-1.0,1.0
buddhist,49.0,50.0,-1.0,1.0
everi,49.0,48.0,1.0,1.0
newberg|dr,49.0,50.0,-1.0,1.0
