,count added,count deleted,added - deleted,abs(added - deleted)
absolutist,23.0,23.0,0.0,0.0
burkett,23.0,23.0,0.0,0.0
chard-wierschem,23.0,23.0,0.0,0.0
charg,23.0,23.0,0.0,0.0
concret,23.0,23.0,0.0,0.0
directli,23.0,23.0,0.0,0.0
education|criminolog,23.0,23.0,0.0,0.0
evan,23.0,23.0,0.0,0.0
grasmick,23.0,23.0,0.0,0.0
hang,23.0,23.0,0.0,0.0
higgin,23.0,23.0,0.0,0.0
mk,23.0,23.0,0.0,0.0
obtain,23.0,23.0,0.0,0.0
powel,23.0,23.0,0.0,0.0
student,23.0,23.0,0.0,0.0
study.,23.0,23.0,0.0,0.0
/nowiki,22.0,22.0,0.0,0.0
bankruptci,22.0,22.0,0.0,0.0
classifi,22.0,22.0,0.0,0.0
commerci,22.0,22.0,0.0,0.0
easili,22.0,22.0,0.0,0.0
fibr,22.0,22.0,0.0,0.0
gene,22.0,22.0,0.0,0.0
health|author=gerson,22.0,22.0,0.0,0.0
intrins,22.0,22.0,0.0,0.0
irregular,22.0,22.0,0.0,0.0
licens,22.0,22.0,0.0,0.0
nonsens,22.0,22.0,0.0,0.0
notabl,22.0,22.0,0.0,0.0
nowiki,22.0,22.0,0.0,0.0
run,22.0,22.0,0.0,0.0
sort,22.0,22.0,0.0,0.0
stress,22.0,22.0,0.0,0.0
summari,22.0,22.0,0.0,0.0
university|year=2006|,22.0,22.0,0.0,0.0
vice,22.0,22.0,0.0,0.0
yi,22.0,22.0,0.0,0.0
''ethic,21.0,21.0,0.0,0.0
396,21.0,21.0,0.0,0.0
adject,21.0,21.0,0.0,0.0
ape|hominid,21.0,21.0,0.0,0.0
attitudes.,21.0,21.0,0.0,0.0
contexts.,21.0,21.0,0.0,0.0
doi:10.1023/b,21.0,21.0,0.0,0.0
emerson,21.0,21.0,0.0,0.0
entir,21.0,21.0,0.0,0.0
header,21.0,21.0,0.0,0.0
in-group/out-group,21.0,21.0,0.0,0.0
moraliteit,21.0,21.0,0.0,0.0
nationalism|nationalist,21.0,21.0,0.0,0.0
number=4,21.0,21.0,0.0,0.0
predictor,21.0,21.0,0.0,0.0
proport,21.0,21.0,0.0,0.0
s.j,21.0,21.0,0.0,0.0
special,21.0,21.0,0.0,0.0
t.l.n,21.0,21.0,0.0,0.0
terribl,21.0,21.0,0.0,0.0
th,21.0,21.0,0.0,0.0
volume=50,21.0,21.0,0.0,0.0
//www.nytimes.com/2008/01/13/magazine/13psychology-t.html,20.0,20.0,0.0,0.0
//www.springerlink.com/content/r30712pn2q513456,20.0,20.0,0.0,0.0
175-194,20.0,20.0,0.0,0.0
big,20.0,20.0,0.0,0.0
bush,20.0,20.0,0.0,0.0
causal,20.0,20.0,0.0,0.0
conceiv,20.0,20.0,0.0,0.0
devil,20.0,20.0,0.0,0.0
etholog,20.0,20.0,0.0,0.0
extern,20.0,20.0,0.0,0.0
fight,20.0,20.0,0.0,0.0
fuck,20.0,20.0,0.0,0.0
girl,20.0,20.0,0.0,0.0
maintain,20.0,20.0,0.0,0.0
non-format,20.0,20.0,0.0,0.0
slave,20.0,20.0,0.0,0.0
start,20.0,20.0,0.0,0.0
w.,20.0,20.0,0.0,0.0
atheism,19.0,19.0,0.0,0.0
basic,19.0,19.0,0.0,0.0
dictionary.com,19.0,19.0,0.0,0.0
dog,19.0,19.0,0.0,0.0
elucid,19.0,19.0,0.0,0.0
evil|wrong,19.0,19.0,0.0,0.0
juli,19.0,19.0,0.0,0.0
logic,19.0,19.0,0.0,0.0
men,19.0,19.0,0.0,0.0
presid,19.0,19.0,0.0,0.0
prevent,19.0,19.0,0.0,0.0
total,19.0,19.0,0.0,0.0
'd,18.0,18.0,0.0,0.0
'terror,18.0,18.0,0.0,0.0
//www.meaninginmylife.com,18.0,18.0,0.0,0.0
93,18.0,18.0,0.0,0.0
abid,18.0,18.0,0.0,0.0
amoralist,18.0,18.0,0.0,0.0
authority/respect,18.0,18.0,0.0,0.0
class=,18.0,18.0,0.0,0.0
comment,18.0,18.0,0.0,0.0
compuls,18.0,18.0,0.0,0.0
deserv,18.0,18.0,0.0,0.0
discours,18.0,18.0,0.0,0.0
group-liv,18.0,18.0,0.0,0.0
guidelin,18.0,18.0,0.0,0.0
happi,18.0,18.0,0.0,0.0
hominidae|hominid,18.0,18.0,0.0,0.0
ko,18.0,18.0,0.0,0.0
mankind,18.0,18.0,0.0,0.0
mirror-neuron,18.0,18.0,0.0,0.0
nazi,18.0,18.0,0.0,0.0
nn,18.0,18.0,0.0,0.0
nuremberg,18.0,18.0,0.0,0.0
overwhelmingli,18.0,18.0,0.0,0.0
presuppos,18.0,18.0,0.0,0.0
purity/sanct,18.0,18.0,0.0,0.0
regress,18.0,18.0,0.0,0.0
reprehens,18.0,18.0,0.0,0.0
reveal,18.0,18.0,0.0,0.0
self-defens,18.0,18.0,0.0,0.0
siðferði,18.0,18.0,0.0,0.0
utc,18.0,18.0,0.0,0.0
도덕,18.0,18.0,0.0,0.0
''immor,17.0,17.0,0.0,0.0
''life,17.0,17.0,0.0,0.0
//en.wikipedia.org/wiki/life_why_we_exist,17.0,17.0,0.0,0.0
1-59858-243-7,17.0,17.0,0.0,0.0
2007-11-08,17.0,17.0,0.0,0.0
251-266,17.0,17.0,0.0,0.0
323-340,17.0,17.0,0.0,0.0
377-391,17.0,17.0,0.0,0.0
43-70,17.0,17.0,0.0,0.0
952-958,17.0,17.0,0.0,0.0
ahlak,17.0,17.0,0.0,0.0
belong,17.0,17.0,0.0,0.0
chivalry|knighthood,17.0,17.0,0.0,0.0
creatur,17.0,17.0,0.0,0.0
doctrin,17.0,17.0,0.0,0.0
ear,17.0,17.0,0.0,0.0
everyon,17.0,17.0,0.0,0.0
hr,17.0,17.0,0.0,0.0
johan,17.0,17.0,0.0,0.0
mediev,17.0,17.0,0.0,0.0
moralidad,17.0,17.0,0.0,0.0
non-religi,17.0,17.0,0.0,0.0
plainli,17.0,17.0,0.0,0.0
power,17.0,17.0,0.0,0.0
psychiatr,17.0,17.0,0.0,0.0
pundit,17.0,17.0,0.0,0.0
reproduc,17.0,17.0,0.0,0.0
sh,17.0,17.0,0.0,0.0
structur,17.0,17.0,0.0,0.0
title=cross-n,17.0,17.0,0.0,0.0
tr,17.0,17.0,0.0,0.0
uk,17.0,17.0,0.0,0.0
walk,17.0,17.0,0.0,0.0
walker,17.0,17.0,0.0,0.0
well-b,17.0,17.0,0.0,0.0
|accessdate=,17.0,17.0,0.0,0.0
|quote=|doi=,17.0,17.0,0.0,0.0
คุณธรรม,17.0,17.0,0.0,0.0
131-141,16.0,16.0,0.0,0.0
art,16.0,16.0,0.0,0.0
blockquot,16.0,16.0,0.0,0.0
econom,16.0,16.0,0.0,0.0
formal,16.0,16.0,0.0,0.0
medium,16.0,16.0,0.0,0.0
morala,16.0,16.0,0.0,0.0
nihil,16.0,16.0,0.0,0.0
nihilism|error,16.0,16.0,0.0,0.0
off,16.0,16.0,0.0,0.0
recommend,16.0,16.0,0.0,0.0
restraint,16.0,16.0,0.0,0.0
until,16.0,16.0,0.0,0.0
wealth,16.0,16.0,0.0,0.0
|pages=11–26,16.0,16.0,0.0,0.0
|pages=867–80,16.0,16.0,0.0,0.0
//moralsandethics.wordpress.com/,15.0,15.0,0.0,0.0
/blockquot,15.0,15.0,0.0,0.0
/font,15.0,15.0,0.0,0.0
02,15.0,15.0,0.0,0.0
actions|act,15.0,15.0,0.0,0.0
along,15.0,15.0,0.0,0.0
argument,15.0,15.0,0.0,0.0
bailey,15.0,15.0,0.0,0.0
beauti,15.0,15.0,0.0,0.0
clive,15.0,15.0,0.0,0.0
combin,15.0,15.0,0.0,0.0
cover,15.0,15.0,0.0,0.0
critiqu,15.0,15.0,0.0,0.0
drawn,15.0,15.0,0.0,0.0
fact|date=juli,15.0,15.0,0.0,0.0
favour,15.0,15.0,0.0,0.0
humanism|humanist,15.0,15.0,0.0,0.0
itemid=2064,15.0,15.0,0.0,0.0
liter,15.0,15.0,0.0,0.0
loss,15.0,15.0,0.0,0.0
morality|mor,15.0,15.0,0.0,0.0
nevertheless,15.0,15.0,0.0,0.0
noahid,15.0,15.0,0.0,0.0
radic,15.0,15.0,0.0,0.0
reach,15.0,15.0,0.0,0.0
schivon,15.0,15.0,0.0,0.0
superior,15.0,15.0,0.0,0.0
title=religios,15.0,15.0,0.0,0.0
today,15.0,15.0,0.0,0.0
toler,15.0,15.0,0.0,0.0
vi,15.0,15.0,0.0,0.0
vol,15.0,15.0,0.0,0.0
whole,15.0,15.0,0.0,0.0
|prescriptiv,15.0,15.0,0.0,0.0
|pundit,15.0,15.0,0.0,0.0
đạo,15.0,15.0,0.0,0.0
đức,15.0,15.0,0.0,0.0
''amor,14.0,14.0,0.0,0.0
//www.examinethetruth.com/moralitydebate.htm,14.0,14.0,0.0,0.0
==see,14.0,14.0,0.0,0.0
also==,14.0,14.0,0.0,0.0
ar,14.0,14.0,0.0,0.0
codif,14.0,14.0,0.0,0.0
coercive—part,14.0,14.0,0.0,0.0
encompass,14.0,14.0,0.0,0.0
genuin,14.0,14.0,0.0,0.0
harshli,14.0,14.0,0.0,0.0
imposit,14.0,14.0,0.0,0.0
indirect,14.0,14.0,0.0,0.0
jurid,14.0,14.0,0.0,0.0
neighbor,14.0,14.0,0.0,0.0
neuroscientif,14.0,14.0,0.0,0.0
nonetheless,14.0,14.0,0.0,0.0
offspring|inbreed,14.0,14.0,0.0,0.0
pay,14.0,14.0,0.0,0.0
reduct,14.0,14.0,0.0,0.0
sl,14.0,14.0,0.0,0.0
slow,14.0,14.0,0.0,0.0
strategi,14.0,14.0,0.0,0.0
śīla,14.0,14.0,0.0,0.0
175–194,13.0,13.0,0.0,0.0
38,13.0,13.0,0.0,0.0
==book,13.0,13.0,0.0,0.0
==references==,13.0,13.0,0.0,0.0
advanc,13.0,13.0,0.0,0.0
align,13.0,13.0,0.0,0.0
center,13.0,13.0,0.0,0.0
cock,13.0,13.0,0.0,0.0
constantli,13.0,13.0,0.0,0.0
cy,13.0,13.0,0.0,0.0
design,13.0,13.0,0.0,0.0
disguis,13.0,13.0,0.0,0.0
doc,13.0,13.0,0.0,0.0
editor2-last=,13.0,13.0,0.0,0.0
ei=5090,13.0,13.0,0.0,0.0
emc=rss,13.0,13.0,0.0,0.0
en=23ff00b4cd4b1e91,13.0,13.0,0.0,0.0
ex=1357880400,13.0,13.0,0.0,0.0
exact,13.0,13.0,0.0,0.0
forgiv,13.0,13.0,0.0,0.0
foster,13.0,13.0,0.0,0.0
growth,13.0,13.0,0.0,0.0
hatr,13.0,13.0,0.0,0.0
headlin,13.0,13.0,0.0,0.0
i-xx.,13.0,13.0,0.0,0.0
jesu,13.0,13.0,0.0,0.0
lawton|year=,13.0,13.0,0.0,0.0
lifetim,13.0,13.0,0.0,0.0
minimum,13.0,13.0,0.0,0.0
moesoldeb,13.0,13.0,0.0,0.0
morgan|editor2-first=,13.0,13.0,0.0,0.0
non-naturalism|eth,13.0,13.0,0.0,0.0
partner=rssuserland,13.0,13.0,0.0,0.0
peggy|editor1-last=,13.0,13.0,0.0,0.0
percept,13.0,13.0,0.0,0.0
pressur,13.0,13.0,0.0,0.0
primarili,13.0,13.0,0.0,0.0
proposit,13.0,13.0,0.0,0.0
quran,13.0,13.0,0.0,0.0
registr,13.0,13.0,0.0,0.0
ry,13.0,13.0,0.0,0.0
second|editor1-first=,13.0,13.0,0.0,0.0
simon,13.0,13.0,0.0,0.0
sources==,13.0,13.0,0.0,0.0
version,13.0,13.0,0.0,0.0
моралност,13.0,13.0,0.0,0.0
—for,13.0,13.0,0.0,0.0
''actual,12.0,12.0,0.0,0.0
//en.wiktionary.org/wiki/amor,12.0,12.0,0.0,0.0
//www.in-mind.org/artikelen/fairness-judgments-genuine-morality-or-disguised-egocentrism.html,12.0,12.0,0.0,0.0
10.1023/b,12.0,12.0,0.0,0.0
==psycholog,12.0,12.0,0.0,0.0
anti-soci,12.0,12.0,0.0,0.0
aspir,12.0,12.0,0.0,0.0
ban,12.0,12.0,0.0,0.0
bare,12.0,12.0,0.0,0.0
bibliographi,12.0,12.0,0.0,0.0
civilis,12.0,12.0,0.0,0.0
constant,12.0,12.0,0.0,0.0
contenti,12.0,12.0,0.0,0.0
deem,12.0,12.0,0.0,0.0
direct,12.0,12.0,0.0,0.0
dress,12.0,12.0,0.0,0.0
effici,12.0,12.0,0.0,0.0
forbid,12.0,12.0,0.0,0.0
greatli,12.0,12.0,0.0,0.0
haidt|haidt,12.0,12.0,0.0,0.0
honor,12.0,12.0,0.0,0.0
impuls,12.0,12.0,0.0,0.0
insid,12.0,12.0,0.0,0.0
joy.,12.0,12.0,0.0,0.0
onc,12.0,12.0,0.0,0.0
peni,12.0,12.0,0.0,0.0
prescrib,12.0,12.0,0.0,0.0
presenc,12.0,12.0,0.0,0.0
presum,12.0,12.0,0.0,0.0
price,12.0,12.0,0.0,0.0
revolv,12.0,12.0,0.0,0.0
sect,12.0,12.0,0.0,0.0
trait,12.0,12.0,0.0,0.0
unsupport,12.0,12.0,0.0,0.0
washingtonpost.com,12.0,12.0,0.0,0.0
wikipedia,12.0,12.0,0.0,0.0
worthwhil,12.0,12.0,0.0,0.0
'love,11.0,11.0,0.0,0.0
//www.chomsky.info/interviews/20070803.htm,11.0,11.0,0.0,0.0
//www.counterpunch.org/schivone08032007.html,11.0,11.0,0.0,0.0
//www.rationology.net,11.0,11.0,0.0,0.0
//www.zmag.org/znet/viewarticle/11934,11.0,11.0,0.0,0.0
/math,11.0,11.0,0.0,0.0
==compar,11.0,11.0,0.0,0.0
altruist,11.0,11.0,0.0,0.0
becuas,11.0,11.0,0.0,0.0
byproduct,11.0,11.0,0.0,0.0
conduct|conduct,11.0,11.0,0.0,0.0
crossref,11.0,11.0,0.0,0.0
crust,11.0,11.0,0.0,0.0
cultures==,11.0,11.0,0.0,0.0
div,11.0,11.0,0.0,0.0
etiquett,11.0,11.0,0.0,0.0
exemplifi,11.0,11.0,0.0,0.0
hide,11.0,11.0,0.0,0.0
ignor,11.0,11.0,0.0,0.0
improprieti,11.0,11.0,0.0,0.0
inferior,11.0,11.0,0.0,0.0
interview.,11.0,11.0,0.0,0.0
manifest,11.0,11.0,0.0,0.0
marri,11.0,11.0,0.0,0.0
math,11.0,11.0,0.0,0.0
merci,11.0,11.0,0.0,0.0
neuroscientist,11.0,11.0,0.0,0.0
normal,11.0,11.0,0.0,0.0
offend,11.0,11.0,0.0,0.0
passiv,11.0,11.0,0.0,0.0
place,11.0,11.0,0.0,0.0
profession,11.0,11.0,0.0,0.0
rape,11.0,11.0,0.0,0.0
rationality:,11.0,11.0,0.0,0.0
references-smal,11.0,11.0,0.0,0.0
shall,11.0,11.0,0.0,0.0
sk,11.0,11.0,0.0,0.0
stanc,11.0,11.0,0.0,0.0
strictest,11.0,11.0,0.0,0.0
stronger,11.0,11.0,0.0,0.0
tag,11.0,11.0,0.0,0.0
thin,11.0,11.0,0.0,0.0
unreason,11.0,11.0,0.0,0.0
unusu,11.0,11.0,0.0,0.0
upbring,11.0,11.0,0.0,0.0
user,11.0,11.0,0.0,0.0
vengeanc,11.0,11.0,0.0,0.0
worthless,11.0,11.0,0.0,0.0
ye,11.0,11.0,0.0,0.0
|date=,11.0,11.0,0.0,0.0
|first=gabriel,11.0,11.0,0.0,0.0
|first=noam,11.0,11.0,0.0,0.0
|lifestyl,11.0,11.0,0.0,0.0
|publisher=znet,11.0,11.0,0.0,0.0
|title=terror,11.0,11.0,0.0,0.0
'ital,10.0,10.0,0.0,0.0
're,10.0,10.0,0.0,0.0
'wrong,10.0,10.0,0.0,0.0
//en.wikipedia.org/wiki/wikipedia,10.0,10.0,0.0,0.0
//www.metalog.org/files/tpb/rel.m.html,10.0,10.0,0.0,0.0
397–410|issn=,10.0,10.0,0.0,0.0
978-0-7486-2330-3,10.0,10.0,0.0,0.0
am,10.0,10.0,0.0,0.0
antisoci,10.0,10.0,0.0,0.0
authority==,10.0,10.0,0.0,0.0
axiom,10.0,10.0,0.0,0.0
cathol,10.0,10.0,0.0,0.0
clear,10.0,10.0,0.0,0.0
creativ,10.0,10.0,0.0,0.0
demand,10.0,10.0,0.0,0.0
doubt,10.0,10.0,0.0,0.0
efficaci,10.0,10.0,0.0,0.0
erences/,10.0,10.0,0.0,0.0
everi,10.0,10.0,0.0,0.0
eye,10.0,10.0,0.0,0.0
fact|date=septemb,10.0,10.0,0.0,0.0
heavi,10.0,10.0,0.0,0.0
herself,10.0,10.0,0.0,0.0
hurt,10.0,10.0,0.0,0.0
im,10.0,10.0,0.0,0.0
incom,10.0,10.0,0.0,0.0
initi,10.0,10.0,0.0,0.0
morality|sex-rel,10.0,10.0,0.0,0.0
reject,10.0,10.0,0.0,0.0
religion==,10.0,10.0,0.0,0.0
resolut,10.0,10.0,0.0,0.0
roman,10.0,10.0,0.0,0.0
sharabl,10.0,10.0,0.0,0.0
small,10.0,10.0,0.0,0.0
urg,10.0,10.0,0.0,0.0
weigh,10.0,10.0,0.0,0.0
youtub,10.0,10.0,0.0,0.0
–,10.0,10.0,0.0,0.0
“morality”,10.0,10.0,0.0,0.0
'bold,9.0,9.0,0.0,0.0
===in-group,9.0,9.0,0.0,0.0
===tribal,9.0,9.0,0.0,0.0
==philosoph,9.0,9.0,0.0,0.0
academ,9.0,9.0,0.0,0.0
accessdate=2010-05-13,9.0,9.0,0.0,0.0
add,9.0,9.0,0.0,0.0
also|divin,9.0,9.0,0.0,0.0
approv,9.0,9.0,0.0,0.0
assert,9.0,9.0,0.0,0.0
back,9.0,9.0,0.0,0.0
bg,9.0,9.0,0.0,0.0
complet,9.0,9.0,0.0,0.0
conformity|conform,9.0,9.0,0.0,0.0
conspecificity|conspecif,9.0,9.0,0.0,0.0
convers,9.0,9.0,0.0,0.0
dictat,9.0,9.0,0.0,0.0
epistem,9.0,9.0,0.0,0.0
etho,9.0,9.0,0.0,0.0
financi,9.0,9.0,0.0,0.0
galleri,9.0,9.0,0.0,0.0
gide|th,9.0,9.0,0.0,0.0
him,9.0,9.0,0.0,0.0
inappropri,9.0,9.0,0.0,0.0
inborn,9.0,9.0,0.0,0.0
individualist,9.0,9.0,0.0,0.0
journal|author=d,9.0,9.0,0.0,0.0
journal|author=fernandez,9.0,9.0,0.0,0.0
kin,9.0,9.0,0.0,0.0
laugh,9.0,9.0,0.0,0.0
marqui,9.0,9.0,0.0,0.0
meet,9.0,9.0,0.0,0.0
misfir,9.0,9.0,0.0,0.0
morală,9.0,9.0,0.0,0.0
myth,9.0,9.0,0.0,0.0
noth,9.0,9.0,0.0,0.0
out-group===,9.0,9.0,0.0,0.0
plural,9.0,9.0,0.0,0.0
program,9.0,9.0,0.0,0.0
pussi,9.0,9.0,0.0,0.0
rede,9.0,9.0,0.0,0.0
resembl,9.0,9.0,0.0,0.0
ro,9.0,9.0,0.0,0.0
sade,9.0,9.0,0.0,0.0
school,9.0,9.0,0.0,0.0
scorn,9.0,9.0,0.0,0.0
self-regul,9.0,9.0,0.0,0.0
shit,9.0,9.0,0.0,0.0
stirner,9.0,9.0,0.0,0.0
subscrib,9.0,9.0,0.0,0.0
sympathi,9.0,9.0,0.0,0.0
ta,9.0,9.0,0.0,0.0
theory|mor,9.0,9.0,0.0,0.0
title=if,9.0,9.0,0.0,0.0
tradeoff,9.0,9.0,0.0,0.0
unfound,9.0,9.0,0.0,0.0
valid,9.0,9.0,0.0,0.0
wealthi,9.0,9.0,0.0,0.0
whoever,9.0,9.0,0.0,0.0
wiccan,9.0,9.0,0.0,0.0
|action,9.0,9.0,0.0,0.0
أخلاقيات,9.0,9.0,0.0,0.0
ஒழுக்கநெறி,9.0,9.0,0.0,0.0
''ration,8.0,8.0,0.0,0.0
'good,8.0,8.0,0.0,0.0
/galleri,8.0,8.0,0.0,0.0
/i,8.0,8.0,0.0,0.0
0,8.0,8.0,0.0,0.0
10.1007/s11211-007-0034-z,8.0,8.0,0.0,0.0
1|,8.0,8.0,0.0,0.0
===compar,8.0,8.0,0.0,0.0
advantag,8.0,8.0,0.0,0.0
advoc,8.0,8.0,0.0,0.0
agre,8.0,8.0,0.0,0.0
also|mor,8.0,8.0,0.0,0.0
arbitrarili,8.0,8.0,0.0,0.0
bird,8.0,8.0,0.0,0.0
born,8.0,8.0,0.0,0.0
broader,8.0,8.0,0.0,0.0
consciou,8.0,8.0,0.0,0.0
cultures===,8.0,8.0,0.0,0.0
"delinquency,38,3–21.",8.0,8.0,0.0,0.0
don’t,8.0,8.0,0.0,0.0
down,8.0,8.0,0.0,0.0
dysfunction.,8.0,8.0,0.0,0.0
education_and_development_of_mor,8.0,8.0,0.0,0.0
emphasis,8.0,8.0,0.0,0.0
everybodi,8.0,8.0,0.0,0.0
example.ogg,8.0,8.0,0.0,0.0
fairness.,8.0,8.0,0.0,0.0
furthermor,8.0,8.0,0.0,0.0
further|,8.0,8.0,0.0,0.0
geisler|geisl,8.0,8.0,0.0,0.0
genetics|altru,8.0,8.0,0.0,0.0
improvis,8.0,8.0,0.0,0.0
innoc,8.0,8.0,0.0,0.0
instruct,8.0,8.0,0.0,0.0
intermedi,8.0,8.0,0.0,0.0
invent,8.0,8.0,0.0,0.0
journal|last=o’connel,8.0,8.0,0.0,0.0
joy,8.0,8.0,0.0,0.0
judeo-christian,8.0,8.0,0.0,0.0
led,8.0,8.0,0.0,0.0
long-term,8.0,8.0,0.0,0.0
materi,8.0,8.0,0.0,0.0
near-univers,8.0,8.0,0.0,0.0
pluralist,8.0,8.0,0.0,0.0
polytheist,8.0,8.0,0.0,0.0
potenti,8.0,8.0,0.0,0.0
promot,8.0,8.0,0.0,0.0
reflist|2,8.0,8.0,0.0,0.0
"religion,13,455–462",8.0,8.0,0.0,0.0
spend,8.0,8.0,0.0,0.0
spiritu,8.0,8.0,0.0,0.0
subordin,8.0,8.0,0.0,0.0
task,8.0,8.0,0.0,0.0
temptat,8.0,8.0,0.0,0.0
theory|right,8.0,8.0,0.0,0.0
unconsci,8.0,8.0,0.0,0.0
zahavi,8.0,8.0,0.0,0.0
'more,7.0,7.0,0.0,0.0
'rule,7.0,7.0,0.0,0.0
*albrecht,7.0,7.0,0.0,0.0
/a,7.0,7.0,0.0,0.0
12:29,7.0,7.0,0.0,0.0
397–410|id=,7.0,7.0,0.0,0.0
===clarifi,7.0,7.0,0.0,0.0
==neuroscience==,7.0,7.0,0.0,0.0
==ration,7.0,7.0,0.0,0.0
again,7.0,7.0,0.0,0.0
ancestor,7.0,7.0,0.0,0.0
as,7.0,7.0,0.0,0.0
attach,7.0,7.0,0.0,0.0
bold,7.0,7.0,0.0,0.0
cathency|wstitle=mor,7.0,7.0,0.0,0.0
clarif,7.0,7.0,0.0,0.0
classic,7.0,7.0,0.0,0.0
contributions/212.219.250.52|212.219.250.52,7.0,7.0,0.0,0.0
creation,7.0,7.0,0.0,0.0
declar,7.0,7.0,0.0,0.0
development|jean,7.0,7.0,0.0,0.0
dichotomi,7.0,7.0,0.0,0.0
disapprov,7.0,7.0,0.0,0.0
drove,7.0,7.0,0.0,0.0
evalu,7.0,7.0,0.0,0.0
example.jpg,7.0,7.0,0.0,0.0
f,7.0,7.0,0.0,0.0
formula,7.0,7.0,0.0,0.0
freedom,7.0,7.0,0.0,0.0
gender,7.0,7.0,0.0,0.0
gl,7.0,7.0,0.0,0.0
goodness_and_value_theory|right,7.0,7.0,0.0,0.0
got,7.0,7.0,0.0,0.0
grow,7.0,7.0,0.0,0.0
guy,7.0,7.0,0.0,0.0
heaven,7.0,7.0,0.0,0.0
hot,7.0,7.0,0.0,0.0
href=,7.0,7.0,0.0,0.0
ill,7.0,7.0,0.0,0.0
imagin,7.0,7.0,0.0,0.0
infus,7.0,7.0,0.0,0.0
interven,7.0,7.0,0.0,0.0
intim,7.0,7.0,0.0,0.0
lifestyle|lifestyl,7.0,7.0,0.0,0.0
longer,7.0,7.0,0.0,0.0
matur,7.0,7.0,0.0,0.0
mistak,7.0,7.0,0.0,0.0
moreov,7.0,7.0,0.0,0.0
never,7.0,7.0,0.0,0.0
non-memb,7.0,7.0,0.0,0.0
normative===,7.0,7.0,0.0,0.0
ontogenet,7.0,7.0,0.0,0.0
portugal.,7.0,7.0,0.0,0.0
primat,7.0,7.0,0.0,0.0
references/,7.0,7.0,0.0,0.0
ritual,7.0,7.0,0.0,0.0
room,7.0,7.0,0.0,0.0
see|eth,7.0,7.0,0.0,0.0
ship,7.0,7.0,0.0,0.0
spread,7.0,7.0,0.0,0.0
stem,7.0,7.0,0.0,0.0
stupid,7.0,7.0,0.0,0.0
suck,7.0,7.0,0.0,0.0
talk:212.219.250.52|talk,7.0,7.0,0.0,0.0
tool,7.0,7.0,0.0,0.0
unaid,7.0,7.0,0.0,0.0
voic,7.0,7.0,0.0,0.0
wikit,7.0,7.0,0.0,0.0
yet,7.0,7.0,0.0,0.0
мараль,7.0,7.0,0.0,0.0
'object,6.0,6.0,0.0,0.0
//plato.stanford.edu/entries/mental-illness/,6.0,6.0,0.0,0.0
//selfhelpinspiration.com/article/morals_in_society.html,6.0,6.0,0.0,0.0
/big,6.0,6.0,0.0,0.0
/div,6.0,6.0,0.0,0.0
/s,6.0,6.0,0.0,0.0
0-553-21365-2,6.0,6.0,0.0,0.0
1841124362,6.0,6.0,0.0,0.0
2.5,6.0,6.0,0.0,0.0
2004|publisher=,6.0,6.0,0.0,0.0
28359,6.0,6.0,0.0,0.0
330,6.0,6.0,0.0,0.0
978-0-7295-3873-2,6.0,6.0,0.0,0.0
==neuroscientif,6.0,6.0,0.0,0.0
adulteri,6.0,6.0,0.0,0.0
android,6.0,6.0,0.0,0.0
anxieti,6.0,6.0,0.0,0.0
anxiety-induc,6.0,6.0,0.0,0.0
babbler,6.0,6.0,0.0,0.0
biblic,6.0,6.0,0.0,0.0
bitch,6.0,6.0,0.0,0.0
boat,6.0,6.0,0.0,0.0
breach,6.0,6.0,0.0,0.0
celebr,6.0,6.0,0.0,0.0
ch,6.0,6.0,0.0,0.0
chocol,6.0,6.0,0.0,0.0
clash,6.0,6.0,0.0,0.0
co-exist,6.0,6.0,0.0,0.0
communion,6.0,6.0,0.0,0.0
compel,6.0,6.0,0.0,0.0
complianc,6.0,6.0,0.0,0.0
crucial,6.0,6.0,0.0,0.0
darwinism==,6.0,6.0,0.0,0.0
delinquency|page=3|accessdate=,6.0,6.0,0.0,0.0
demograph,6.0,6.0,0.0,0.0
despot,6.0,6.0,0.0,0.0
dick,6.0,6.0,0.0,0.0
differences.,6.0,6.0,0.0,0.0
disabl,6.0,6.0,0.0,0.0
dispers,6.0,6.0,0.0,0.0
distinguish|mort,6.0,6.0,0.0,0.0
dont,6.0,6.0,0.0,0.0
e.|title=god,6.0,6.0,0.0,0.0
egalitarian,6.0,6.0,0.0,0.0
engend,6.0,6.0,0.0,0.0
enough,6.0,6.0,0.0,0.0
envisag,6.0,6.0,0.0,0.0
evok,6.0,6.0,0.0,0.0
evolution.,6.0,6.0,0.0,0.0
exodus|exodu,6.0,6.0,0.0,0.0
expo,6.0,6.0,0.0,0.0
fa,6.0,6.0,0.0,0.0
faggot,6.0,6.0,0.0,0.0
figur,6.0,6.0,0.0,0.0
folk,6.0,6.0,0.0,0.0
full,6.0,6.0,0.0,0.0
gentl,6.0,6.0,0.0,0.0
griffith,6.0,6.0,0.0,0.0
hard,6.0,6.0,0.0,0.0
hatnote|,6.0,6.0,0.0,0.0
head,6.0,6.0,0.0,0.0
high-rank,6.0,6.0,0.0,0.0
house|location=,6.0,6.0,0.0,0.0
hu,6.0,6.0,0.0,0.0
humanitarianism|humanitarian,6.0,6.0,0.0,0.0
identif,6.0,6.0,0.0,0.0
issues|,6.0,6.0,0.0,0.0
italics.,6.0,6.0,0.0,0.0
